	vitalF1_MM	vitalR1_MM	vitalF1_Melt	vitalR1_Melt	organism	definition	function
AP013044	1	2	52.63849906618998	46.534383726375324	Tannerella forsythia 3313,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AP013294	2	2	54.903122388721044	54.38410390403561	Bacillus sp. OxB.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
APAC01000052	4	1	60.50641511224188	45.8241404412168	Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15 str. 01.0170,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
APAM01000054	3	1	57.37890699395723	45.8241404412168	Salmonella enterica subsp. enterica serovar Norwich str. CFSAN001077,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
APGN01000102	2	0	51.32933770132718	48.315981391332855	Leptospira santarosai str. CBC1531,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APHX01000035	0	1	58.22965000706881	56.88827587688104	Megasphaera sp. BL7,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APHX01000051	0	0	54.507580101373605	54.20526742736649	Megasphaera sp. BL7,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APHY01000021	0	0	54.507580101373605	54.20526742736649	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APHY01000025	1	1	53.14257029972089	54.42150239444061	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APHY01000039	1	0	55.45388358181083	54.20526742736649	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APJA01000012	3	5	41.85578735060983	45.29054736570845	Clostridium intestinale URNW,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APJA01000022	4	1	42.61524588430859	43.3612627636096	Clostridium intestinale URNW,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APJS01000031	3	2	44.727919388827104	43.24056541997663	Clostridium tetanomorphum DSM 665,definition=hypothetical protein	hypothetical protein	unknown
APLF01000003	2	0	44.90010769576111	43.314118666783486	Psychroflexus gondwanensis ACAM 44,definition=acetyl.CoA hydrolase.transferase, putative	acetyl.CoA hydrolase.transferase, putative	unknown
APMB01000025	1	2	51.83398481994658	45.0338791232121	Porphyromonas gingivalis JCVI SC001,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APMB01000139	1	2	52.83699514217727	44.47298321427235	Porphyromonas gingivalis JCVI SC001,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APNR01000005	3	1	53.31418020083902	56.88827587688104	Burkholderia pseudomallei MSHR1328,definition=acetyl.CoA hydrolase.transferase N.terminal domain protein	acetyl.CoA hydrolase.transferase N.terminal domain protein	unknown
APNS01000004	3	1	53.31418020083902	56.88827587688104	Burkholderia pseudomallei MSHR1079,definition=acetyl.CoA hydrolase.transferase N.terminal domain protein	acetyl.CoA hydrolase.transferase N.terminal domain protein	unknown
AQFQ01000026	2	1	41.15913287537853	47.937156304282155	Clostridium sp. ASF356,definition=hypothetical protein	hypothetical protein	unknown
AQFQ01000028	1	5	45.1911633254349	42.71919606406675	Clostridium sp. ASF356,definition=hypothetical protein	hypothetical protein	unknown
AQFT01000095	1	0	54.81695929730131	51.5082790883319	Eubacterium plexicaudatum ASF492,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AQOB01000002	0	1	58.22965000706881	53.75659869768259	Butyricicoccus pullicaecorum 1.2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ARZA01000109	1	1	49.74360630806484	44.39594635697921	Clostridiaceae bacterium L21.TH.D2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ARZA01000186	4	5	39.74159908468863	50.548662536894994	Clostridiaceae bacterium L21.TH.D2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ARZX01000001	5	0	38.227796867804045	46.87179262335593	Cellulophaga geojensis KL.A,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ASHL01000003	2	2	45.922950122726434	51.92100507619466	Cycloclasticus sp. PY97M,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ASQA01000033	6	1	45.527953469676675	41.25165508767441	Viridibacillus arenosi FSL R5.213,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ASRV01000026	2	4	43.292100623442764	49.440439795412374	Clostridium sartagoforme AAU1,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
ASSR01000007	2	1	47.77662155831837	49.440588091188715	Lachnospiraceae bacterium A4,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSS01000012	0	1	56.07405886174894	51.49258153451183	Eubacterium sp. 14.2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASST01000018	1	1	49.59695982867129	49.440588091188715	Lachnospiraceae bacterium 3.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASST01000032	1	1	53.08812488071783	52.84766202471587	Lachnospiraceae bacterium 3.1,definition=hypothetical protein	hypothetical protein	unknown
ASST01000032.75	1	2	52.743847329273194	45.958775915953765	Lachnospiraceae bacterium 3.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSW01000016	2	1	56.0255664915652	49.44058809118866	Lachnospiraceae bacterium COE1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSX01000004	0	1	52.536784953076335	54.65697439160533	Lachnospiraceae bacterium A2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000006	1	1	51.667817353988994	49.42468914328117	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000006.4	0	1	58.11846786667206	53.699401452781274	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000025	0	1	58.848278645678874	56.751557499375735	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATAE01000031	3	2	45.82168111379559	49.991812611204864	Bacillus marmarensis DSM 21297,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ATBP01000048	1	1	49.550550685973064	43.3612627636096	Candidatus Magnetoglobus multicellularis str. Araruama,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ATCI01000011	5	1	42.49525552913178	43.368147343310625	Capnocytophaga sp. oral taxon 336 str. F0502,definition=hypothetical protein	hypothetical protein	unknown
ATFC01000001	0	1	55.26961869591321	51.01711679016495	Treponema vincentii F0403,definition=hypothetical protein	hypothetical protein	unknown
ATFC01000011	0	1	54.507580101373605	51.2481897652703	Treponema vincentii F0403,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATFE01000003	0	1	54.507580101373605	51.49258153451183	Treponema medium ATCC 700293,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATFE01000013	0	1	55.26961869591321	51.01711679016495	Treponema medium ATCC 700293,definition=hypothetical protein	hypothetical protein	unknown
ATJV01000042	3	0	54.47984338506683	56.3133312987614	Thauera terpenica 58Eu,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
ATNI01000080	1	0	54.56470982073097	56.751557499375735	Thermus sp. NMX2.A1,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
ATNM01000036	3	0	46.330663229727634	43.31411866678354	Cyclobacterium qasimii M12.11B,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AUQD01000044	3	1	57.37890699395723	45.8241404412168	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA33,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AUVB01000031	1	0	52.043612663788565	54.241922764498895	Pseudohaliea rubra DSM 19751,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AUYR01000099	3	1	48.409344194783955	49.21409784484706	Planomicrobium glaciei CHR43,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AUYT01000001	3	2	43.2446925208767	47.10053338580104	candidate division ZIXI bacterium RBG.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
AUZI01000007	3	1	41.397931911705996	44.69128987642466	Fusobacterium necrophorum subsp. funduliforme B35,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AVFO01000002	3	0	43.70820759565805	48.31598139133291	Flavobacterium saliperosum S13,definition=cat2 protein	cat2 protein	unknown
AVFQ01000339	2	1	49.114368154036924	54.42150239444061	uncultured Desulfofustis sp. PB.SRB1,definition=hypothetical protein	hypothetical protein	unknown
AVGG01000002	4	0	44.668263003756294	46.87179262335593	Flavobacterium limnosediminis JC2902,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AVHW01000086	2	2	48.17698866107355	42.61524588430865	Peptoclostridium difficile CD160,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVIC01000088	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile CD178,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVIQ01000183	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile 6042,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVJD01000134	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile DA00142,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVKH01000425	1	2	47.943900493968954	44.727919388827104	Clostridium difficile DA00305,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVKO01000309	0	3	45.1911633254349	43.32060403976158	Peptoclostridium difficile F253,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLE01000247	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile Y307,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLR01000131	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile P8,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLX01000042	2	2	45.3503358995946	44.727919388827104	Peptoclostridium difficile P20,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVME01000035	1	2	46.76419913598369	44.727919388827104	Peptoclostridium difficile P30,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVMI01000028	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile P36,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVMW01000040	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile P71,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AWQU01000080	2	2	43.98570920110228	45.852091036011586	Mycoplasma iowae DK.CPA,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AWSJ01000175	1	2	45.57127014310396	53.3517870878112	Aneurinibacillus aneurinilyticus ATCC 12856,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWSS01000118	2	6	51.078361019187014	50.0993174674328	Clostridium sp. ATCC BAA.442,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWSU01000039	0	1	56.07405886174894	47.569687682217136	[Clostridium] symbiosum ATCC 14940,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000111	2	4	47.85472539609367	56.99789777287276	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000160	0	0	55.59936512546443	54.241922764498895	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000163	5	1	61.39669857539536	51.73128461227742	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000371	2	2	47.221079540896255	46.91259877778663	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSZ01000077	3	5	42.55001926593741	47.34590205218416	Clostridiales bacterium oral taxon 876 str. F0540,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWUR01000031	6	0	49.94455337377087	56.751557499375735	Acidaminococcus sp. BV3L6,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWUR01000038	1	1	55.14678976107734	51.49258153451183	Acidaminococcus sp. BV3L6,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWUU01000107	1	2	52.83699514217727	44.47298321427235	Porphyromonas gingivalis F0568,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWUU01000118	1	2	51.83398481994658	45.0338791232121	Porphyromonas gingivalis F0568,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWUX01000112	1	2	47.19732414689895	52.31458948123566	Porphyromonas sp. oral taxon 278 str. W7784,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVB01000024	2	0	50.21700184555442	45.2878743906669	Peptostreptococcaceae bacterium oral taxon 113 str. W5053,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWVB01000064	2	1	43.842308603913295	50.064611800965224	Peptostreptococcaceae bacterium oral taxon 113 str. W5053,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVC01000106	1	2	51.83398481994658	45.0338791232121	Porphyromonas gingivalis F0185,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWVN01000189	2	1	52.467109886145124	56.751557499375735	Oscillibacter sp. KLE 1728,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWVN01000202	0	3	58.848278645678874	55.91398161604292	Oscillibacter sp. KLE 1728,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVO01000193	3	2	56.038512373504545	54.48808150632135	Oscillibacter sp. KLE 1745,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVO01000200	1	1	55.63231981281132	52.57059452254862	Oscillibacter sp. KLE 1745,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000009	1	1	55.79630258134085	51.49258153451183	Megasphaera sp. BV3C16.1,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000009.91	1	1	60.87883914496189	48.95218447560774	Megasphaera sp. BV3C16.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000025	3	0	51.65090616613719	50.39602252829144	Megasphaera sp. BV3C16.1,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000025.67	1	1	54.98456639341123	49.21409784484706	Megasphaera sp. BV3C16.1,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWXA01000034	2	1	55.32095990791703	50.064611800965224	Megasphaera sp. BV3C16.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWXB01000057	1	1	47.51079138646088	48.95218447560774	Clostridiales bacterium BV3C26,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWXD01000030	2	1	45.678449777804815	47.56968768221708	Peptoniphilus sp. BV3AC2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWZM01000041	1	2	48.81526180062343	44.727919388827104	Peptoclostridium difficile P68,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AWZO01000031	1	2	47.943900493968954	44.727919388827104	Peptoclostridium difficile P53,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AXBW01000015	4	1	53.914297041194686	48.94853477655505	Marinobacter sp. C1S70,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AXDE01000007	3	1	46.93060687835663	50.128998352548024	Ornithobacterium rhinotracheale H06.030791,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AXNV01000008	2	1	45.608104408840234	43.3612627636096	Fusobacterium nucleatum CTI.6,definition=hypothetical protein	hypothetical protein	unknown
AXNW01000018.19	2	2	47.64365040757946	42.61524588430865	Fusobacterium nucleatum CTI.5,definition=hypothetical protein	hypothetical protein	unknown
AXNX01000020	2	2	45.608104408840234	44.69128987642466	Fusobacterium nucleatum CTI.3,definition=hypothetical protein	hypothetical protein	unknown
AXNZ01000016	2	2	45.608104408840234	44.69128987642466	Fusobacterium nucleatum CTI.1,definition=hypothetical protein	hypothetical protein	unknown
AXUD01000009	1	1	49.15599283613011	48.95218447560774	Eubacterium brachy ATCC 33089,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AXUN02000213	2	1	44.51062428879982	48.32446109665898	Youngiibacter fragilis 232.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AXZL01000068	1	0	53.62276539949977	53.59946092316119	Shewanella decolorationis S12,definition=acetyl.CoA hydrolase transferase	acetyl.CoA hydrolase transferase	unknown
AY304544	3	0	45.25008719891781	48.6739334664544	Artemia franciscana,definition=acetyl coenzyme A.transferase	acetyl coenzyme A.transferase	unknown
AYEC01000094	3	1	57.37890699395723	45.8241404412168	Salmonella enterica subsp. enterica serovar Newport str. WA.14900,definition=hydrolase	hydrolase	unknown
AYJP01000006	0	0	58.11846786667206	53.56778589396305	Firmicutes bacterium ASF500,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AYUO01000070	3	1	57.37890699395723	45.8241404412168	Salmonella enterica subsp. enterica serovar Typhimurium var. 5. str. CFSAN004345,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AYXR01000046	3	1	42.13864938232797	45.462494771449826	Clostridium pasteurianum NRRL B.598,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYXY01000031	4	0	42.919471272715725	48.580225076224735	Zhouia amylolytica AD3,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AYYC01000729	0	1	56.687502562712325	48.61312868872136	Tannerella sp. oral taxon BU063 isolate Cell 5,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYD01001284	0	1	56.687502562712325	51.87732178345453	Tannerella sp. oral taxon BU063 isolate Cell 6.7.9,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYE01000907	1	1	56.540238339745656	52.0996356319028	Tannerella sp. oral taxon BU063 isolate Cell 1.3,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYF01001480	1	1	56.540238339745656	52.0996356319028	Tannerella sp. oral taxon BU063 isolate Cell 8.11,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYF01001508	0	1	56.687502562712325	48.61312868872136	Tannerella sp. oral taxon BU063 isolate Cell 8.11,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AZAC01000013	2	0	54.42190640506067	51.029287277569495	Dethiosulfatarculus sandiegensis,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AZAC01000033	4	0	50.220323537084994	50.71723096795097	Dethiosulfatarculus sandiegensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AZAX01000026	4	4	46.78341224884116	42.71919606406675	Marinitoga sp. 1155,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AZKM01000006	1	0	51.999441386498745	50.78870968557317	Eubacterium nodatum ATCC 33099,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AZKM01000008	1	0	52.467109886145124	51.01711679016489	Eubacterium nodatum ATCC 33099,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AZKM01000027	0	0	50.66618837567967	53.105508601282	Eubacterium nodatum ATCC 33099,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AZQP01000057	2	4	49.960000465743576	45.06729432873249	Fervidicella metallireducens AeB,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AZYU01000451	1	1	48.14205242147966	45.462494771449826	Fusobacterium sp. CM21,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
Anaerostipes.caccae.DSM.14662	0	1	56.07405886174894	47.56968768221708	Anaerostipes caccae DSM 14662,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	confirmed
Anaerostipes.caccae.strain.L1.92.	0	2	52.92338988544168	50.06417179011413	Anaerostipes.caccae.strain.L1.92.,definition=but.like	but.like	other
Anaerostipes.strain.494a	1	1	42.60242172824212	49.440588091188715	Anaerostipes.strain.494a,definition=but	but	confirmed
Anaerostipes.strain.992a	1	1	42.60242172824212	47.569687682217136	Anaerostipes.strain.992a,definition=but	but	confirmed
BAFE01000001	4	2	54.068441271308586	53.56778589396305	Mobilicoccus pelagius NBRC 104925,definition=putative 4.hydroxybutyrate CoA.transferase	putative 4.hydroxybutyrate CoA.transferase	unknown
BAGZ01000020	4	1	51.56468245367995	53.30337855591068	Austwickia chelonae NBRC 105200,definition=putative acetyl.CoA hydrolase.transferase	putative acetyl.CoA hydrolase.transferase	unknown
BAMD01000015	2	1	47.496268241557914	44.8221346258598	Saccharicrinis fermentans DSM 9555 = JCM 21142,definition=propionyl.CoA:succinate CoA transferase	propionyl.CoA:succinate CoA transferase	unknown
BAOU01000011	1	3	48.050698809043126	44.00977119062742	Porphyromonas crevioricanis JCM 15906,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
BAOV01000033	1	3	48.050698809043126	44.00977119062742	Porphyromonas crevioricanis JCM 13913,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
BARS01003362	3	2	43.31082110850366	48.040022837782715	marine sediment metagenome,definition=Marine sediment metagenome DNA, contig: S01H1.L01539, whole genome shotgun sequence	Marine sediment metagenome DNA, contig: S01H1.L01539, whole genome shotgun sequence	unknown
BAWA01000001	2	4	45.14656560371088	54.61775453334502	Bacillus sp. JCM 19045,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BAWT01000005	3	5	42.550855705363006	47.25513877369235	Streptococcus parauberis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
BAZG01000079	0	0	58.94677368390592	53.59946092316119	Anaeromyxobacter sp. PSR.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BAZW01000007	1	1	48.92744610351957	49.21409784484706	Geofilum rubicundum JCM 15548,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBLG01000004	6	0	39.6518686129711	45.4317337140277	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBMJ01000004	5	0	41.10886041476044	50.1453003792102	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBMK01000003	6	0	39.6518686129711	48.94853477655505	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBZA01000255	2	0	48.931235093108285	48.6739334664544	Ardenticatena maritima,definition=hypothetical protein	hypothetical protein	unknown
BCBV01000105	1	2	52.83699514217727	44.47298321427235	Porphyromonas gingivalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
BCMQ01000001	3	1	45.768310203165925	45.462494771449826	Myroides odoratimimus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BCMQ01000003	4	1	44.34019877474634	44.023817224047264	Myroides odoratimimus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BCND01000067	3	0	54.58315559905742	51.01711679016489	Mycobacterium pseudoshottsii L15,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
BCNG01000020	4	1	41.61182589536929	42.562053846980746	Flavobacterium psychrophilum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BT128444	2	1	52.797614130013244	48.920225621604516	Dendroctonus ponderosae,definition=unknown	unknown	unknown
Butyricicoccus.strain.BB10..1	1	1	53.25089864626409	47.31349108865089	Butyricicoccus.strain.BB10..1,definition=but.like	but.like	other
Butyricicoccus.strain.BB10..2	0	0	54.334632496722634	53.567785893963105	Butyricicoccus.strain.BB10..2,definition=but	but	confirmed
Butyrivibrio.fibrisolvens.16.4	0	1	52.29441249638484	53.75659869768259	Butyrivibrio fibrisolvens 16.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	confirmed
CAIJ01000279	3	0	53.35378347144575	48.6739334664544	Microcystis aeruginosa PCC 9443,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CAIM01000245	4	0	53.162797660687886	48.6739334664544	Microcystis aeruginosa PCC 9807,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
