	vitalF3_MM	vitalR3_MM	vitalF3_Melt	vitalR3_Melt	organism	definition	function
AP013294	3	3	52.222759541544974	54.38410390403561	Bacillus sp. OxB.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
APAC01000052	6	4	55.454614424927456	45.8241404412168	Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15 str. 01.0170,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
APAM01000054	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Norwich str. CFSAN001077,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
APGN01000102	2	3	48.552591987451024	48.315981391332855	Leptospira santarosai str. CBC1531,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APHX01000035	1	3	51.529501150203544	56.88827587688104	Megasphaera sp. BL7,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APHX01000051	1	2	52.7279133905011	54.20526742736649	Megasphaera sp. BL7,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APHY01000021	1	2	52.7279133905011	54.20526742736649	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APHY01000025	1	4	46.31275216942703	54.42150239444061	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APHY01000039	2	2	51.03548515412774	54.20526742736649	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APJA01000012	3	6	38.18238098600125	45.29054736570845	Clostridium intestinale URNW,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APJA01000022	2	2	40.05271987045944	43.3612627636096	Clostridium intestinale URNW,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APJS01000031	3	3	42.338244981615446	43.24056541997663	Clostridium tetanomorphum DSM 665,definition=hypothetical protein	hypothetical protein	unknown
APLF01000003	2	3	43.260412319820205	43.314118666783486	Psychroflexus gondwanensis ACAM 44,definition=acetyl.CoA hydrolase.transferase, putative	acetyl.CoA hydrolase.transferase, putative	unknown
APMB01000025	1	4	47.429551479582585	45.0338791232121	Porphyromonas gingivalis JCVI SC001,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APMB01000139	2	3	49.6514699226168	44.47298321427235	Porphyromonas gingivalis JCVI SC001,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APNR01000005	3	3	56.31817557773712	56.88827587688104	Burkholderia pseudomallei MSHR1328,definition=acetyl.CoA hydrolase.transferase N.terminal domain protein	acetyl.CoA hydrolase.transferase N.terminal domain protein	unknown
APNS01000004	3	3	56.31817557773712	56.88827587688104	Burkholderia pseudomallei MSHR1079,definition=acetyl.CoA hydrolase.transferase N.terminal domain protein	acetyl.CoA hydrolase.transferase N.terminal domain protein	unknown
AQFQ01000026	2	3	36.687172346752334	47.937156304282155	Clostridium sp. ASF356,definition=hypothetical protein	hypothetical protein	unknown
AQFQ01000028	2	6	37.436161137322074	42.71919606406675	Clostridium sp. ASF356,definition=hypothetical protein	hypothetical protein	unknown
AQFT01000095	1	3	49.11076219358671	51.5082790883319	Eubacterium plexicaudatum ASF492,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AQOB01000002	0	2	52.72791339050116	53.75659869768259	Butyricicoccus pullicaecorum 1.2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ARZA01000109	2	4	42.87364715116155	44.39594635697921	Clostridiaceae bacterium L21.TH.D2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ARZA01000186	2	7	38.18238098600125	50.548662536894994	Clostridiaceae bacterium L21.TH.D2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ARZX01000001	4	3	30.681830916423337	46.87179262335593	Cellulophaga geojensis KL.A,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ASHL01000003	1	5	47.453044681662846	51.92100507619466	Cycloclasticus sp. PY97M,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ASQA01000033	5	1	41.519417911612095	41.25165508767441	Viridibacillus arenosi FSL R5.213,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ASRV01000026	2	5	39.731144775501605	49.440439795412374	Clostridium sartagoforme AAU1,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
ASSR01000007	1	2	43.82649493760778	49.440588091188715	Lachnospiraceae bacterium A4,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSS01000012	0	1	52.72791339050116	51.49258153451183	Eubacterium sp. 14.2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASST01000018	0	2	45.77306569716694	49.440588091188715	Lachnospiraceae bacterium 3.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASST01000032	2	2	51.28633359954239	52.84766202471587	Lachnospiraceae bacterium 3.1,definition=hypothetical protein	hypothetical protein	unknown
ASST01000032.75	2	3	53.20763171265207	45.958775915953765	Lachnospiraceae bacterium 3.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSW01000016	3	2	56.64135557633057	49.44058809118866	Lachnospiraceae bacterium COE1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSX01000004	1	2	49.54466128073574	54.65697439160533	Lachnospiraceae bacterium A2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000006	1	3	49.54466128073574	49.42468914328117	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000006.4	0	5	52.72791339050116	53.699401452781274	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000025	1	4	54.568531118461635	56.751557499375735	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATAE01000031	3	5	44.269824897360365	49.991812611204864	Bacillus marmarensis DSM 21297,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ATBP01000048	1	1	46.95657362811369	43.3612627636096	Candidatus Magnetoglobus multicellularis str. Araruama,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ATCI01000011	5	1	39.731144775501605	43.368147343310625	Capnocytophaga sp. oral taxon 336 str. F0502,definition=hypothetical protein	hypothetical protein	unknown
ATFC01000001	1	1	45.83052017627989	51.01711679016495	Treponema vincentii F0403,definition=hypothetical protein	hypothetical protein	unknown
ATFC01000011	0	2	48.69028851014281	51.2481897652703	Treponema vincentii F0403,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATFE01000003	0	1	48.69028851014281	51.49258153451183	Treponema medium ATCC 700293,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATFE01000013	1	1	45.83052017627989	51.01711679016495	Treponema medium ATCC 700293,definition=hypothetical protein	hypothetical protein	unknown
ATJV01000042	4	3	50.027915658699214	56.3133312987614	Thauera terpenica 58Eu,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
ATNI01000080	2	3	51.99651438380255	56.751557499375735	Thermus sp. NMX2.A1,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
ATNM01000036	2	3	44.40585696302702	43.31411866678354	Cyclobacterium qasimii M12.11B,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AUQD01000044	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA33,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AUVB01000031	2	4	51.760240969349695	54.241922764498895	Pseudohaliea rubra DSM 19751,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AUYR01000099	3	3	46.72034433473584	49.21409784484706	Planomicrobium glaciei CHR43,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AUYT01000001	3	4	41.89377685309415	47.10053338580104	candidate division ZIXI bacterium RBG.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
AUZI01000007	2	4	41.05822437437706	44.69128987642466	Fusobacterium necrophorum subsp. funduliforme B35,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AVFO01000002	3	3	42.629813393134384	48.31598139133291	Flavobacterium saliperosum S13,definition=cat2 protein	cat2 protein	unknown
AVFQ01000339	3	4	55.631728230505075	54.42150239444061	uncultured Desulfofustis sp. PB.SRB1,definition=hypothetical protein	hypothetical protein	unknown
AVGG01000002	3	3	43.02489557855199	46.87179262335593	Flavobacterium limnosediminis JC2902,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AVHW01000086	2	3	44.22864407151485	42.61524588430865	Peptoclostridium difficile CD160,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVIC01000088	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile CD178,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVIQ01000183	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile 6042,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVJD01000134	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile DA00142,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVKH01000425	3	2	44.08281785280042	44.727919388827104	Clostridium difficile DA00305,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVKO01000309	2	3	41.155016377246625	43.32060403976158	Peptoclostridium difficile F253,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLE01000247	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile Y307,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLR01000131	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile P8,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLX01000042	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile P20,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVME01000035	2	2	43.640174639612724	44.727919388827104	Peptoclostridium difficile P30,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVMI01000028	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile P36,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVMW01000040	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile P71,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AWQU01000080	2	4	43.260412319820205	45.852091036011586	Mycoplasma iowae DK.CPA,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AWSJ01000175	2	5	45.773065697167	53.3517870878112	Aneurinibacillus aneurinilyticus ATCC 12856,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWSS01000118	4	6	45.773065697167	50.0993174674328	Clostridium sp. ATCC BAA.442,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWSU01000039	1	0	55.55906452111992	47.569687682217136	[Clostridium] symbiosum ATCC 14940,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000111	3	6	36.44595505051467	56.99789777287276	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000160	1	4	50.5521749082605	54.241922764498895	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000163	4	3	55.66602862883519	51.73128461227742	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000371	4	4	40.287055733086845	46.91259877778663	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSZ01000077	2	6	36.61220353025408	47.34590205218416	Clostridiales bacterium oral taxon 876 str. F0540,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWUR01000031	6	3	48.787840710540536	56.751557499375735	Acidaminococcus sp. BV3L6,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWUR01000038	0	1	49.385770310733164	51.49258153451183	Acidaminococcus sp. BV3L6,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWUU01000107	2	3	49.6514699226168	44.47298321427235	Porphyromonas gingivalis F0568,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWUU01000118	1	4	47.429551479582585	45.0338791232121	Porphyromonas gingivalis F0568,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWUX01000112	2	3	50.300177693632065	52.31458948123566	Porphyromonas sp. oral taxon 278 str. W7784,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVB01000024	0	3	46.95657362811363	45.2878743906669	Peptostreptococcaceae bacterium oral taxon 113 str. W5053,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWVB01000064	1	3	42.15549394480422	50.064611800965224	Peptostreptococcaceae bacterium oral taxon 113 str. W5053,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVC01000106	1	4	47.429551479582585	45.0338791232121	Porphyromonas gingivalis F0185,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWVN01000189	1	4	48.97443219899708	56.751557499375735	Oscillibacter sp. KLE 1728,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWVN01000202	2	5	53.410365468809346	55.91398161604292	Oscillibacter sp. KLE 1728,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVO01000193	6	4	56.605349258371575	54.48808150632135	Oscillibacter sp. KLE 1745,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVO01000200	3	3	52.05955538815829	52.57059452254862	Oscillibacter sp. KLE 1745,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000009	1	1	56.697086027106195	51.49258153451183	Megasphaera sp. BV3C16.1,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000009.91	3	1	53.000303671295455	48.95218447560774	Megasphaera sp. BV3C16.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000025	4	2	47.90545425148082	50.39602252829144	Megasphaera sp. BV3C16.1,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000025.67	3	3	52.222759541544974	49.21409784484706	Megasphaera sp. BV3C16.1,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWXA01000034	3	3	52.44131611112192	50.064611800965224	Megasphaera sp. BV3C16.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWXB01000057	1	1	46.95657362811369	48.95218447560774	Clostridiales bacterium BV3C26,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWXD01000030	1	1	49.895756185013624	47.56968768221708	Peptoniphilus sp. BV3AC2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWZM01000041	3	2	45.77306569716694	44.727919388827104	Peptoclostridium difficile P68,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AWZO01000031	3	2	44.08281785280042	44.727919388827104	Peptoclostridium difficile P53,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AXBW01000015	5	4	50.026524178441264	48.94853477655505	Marinobacter sp. C1S70,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AXDE01000007	1	1	44.4617669486766	50.128998352548024	Ornithobacterium rhinotracheale H06.030791,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AXNV01000008	1	2	42.47835482933277	43.3612627636096	Fusobacterium nucleatum CTI.6,definition=hypothetical protein	hypothetical protein	unknown
AXNW01000018.19	3	3	43.260412319820205	42.61524588430865	Fusobacterium nucleatum CTI.5,definition=hypothetical protein	hypothetical protein	unknown
AXNX01000020	2	3	41.117635274873635	44.69128987642466	Fusobacterium nucleatum CTI.3,definition=hypothetical protein	hypothetical protein	unknown
AXNZ01000016	2	3	41.117635274873635	44.69128987642466	Fusobacterium nucleatum CTI.1,definition=hypothetical protein	hypothetical protein	unknown
AXUD01000009	2	1	45.98100850769674	48.95218447560774	Eubacterium brachy ATCC 33089,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AXUN02000213	4	3	39.53386799049747	48.32446109665898	Youngiibacter fragilis 232.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AXZL01000068	2	3	51.28633359954239	53.59946092316119	Shewanella decolorationis S12,definition=acetyl.CoA hydrolase transferase	acetyl.CoA hydrolase transferase	unknown
AY304544	4	4	41.11763527487369	48.6739334664544	Artemia franciscana,definition=acetyl coenzyme A.transferase	acetyl coenzyme A.transferase	unknown
AYEC01000094	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Newport str. WA.14900,definition=hydrolase	hydrolase	unknown
AYJP01000006	0	2	52.72791339050116	53.56778589396305	Firmicutes bacterium ASF500,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AYUO01000070	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Typhimurium var. 5. str. CFSAN004345,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AYXR01000046	2	1	41.84119163227689	45.462494771449826	Clostridium pasteurianum NRRL B.598,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYXY01000031	3	5	38.925847219240495	48.580225076224735	Zhouia amylolytica AD3,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AYYC01000729	2	3	50.35364741078496	48.61312868872136	Tannerella sp. oral taxon BU063 isolate Cell 5,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYD01001284	2	4	50.35364741078496	51.87732178345453	Tannerella sp. oral taxon BU063 isolate Cell 6.7.9,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYE01000907	2	3	52.72791339050116	52.0996356319028	Tannerella sp. oral taxon BU063 isolate Cell 1.3,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYF01001480	2	3	52.72791339050116	52.0996356319028	Tannerella sp. oral taxon BU063 isolate Cell 8.11,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYF01001508	2	3	50.35364741078496	48.61312868872136	Tannerella sp. oral taxon BU063 isolate Cell 8.11,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AZAC01000013	3	3	56.31817557773718	51.029287277569495	Dethiosulfatarculus sandiegensis,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AZAC01000033	4	4	50.98860288822016	50.71723096795097	Dethiosulfatarculus sandiegensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AZAX01000026	4	5	44.16941217700878	42.71919606406675	Marinitoga sp. 1155,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AZKM01000006	2	4	46.56773689994634	50.78870968557317	Eubacterium nodatum ATCC 33099,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AZKM01000008	3	2	49.163986650752804	51.01711679016489	Eubacterium nodatum ATCC 33099,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AZKM01000027	1	2	42.3287870604791	53.105508601282	Eubacterium nodatum ATCC 33099,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AZQP01000057	4	6	42.40266504431429	45.06729432873249	Fervidicella metallireducens AeB,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AZYU01000451	1	1	39.59844887305775	45.462494771449826	Fusobacterium sp. CM21,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
Anaerostipes.caccae.DSM.14662	1	0	53.410365468809346	47.56968768221708	Anaerostipes caccae DSM 14662,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	confirmed
Anaerostipes.caccae.strain.L1.92.	2	3	51.33191669743951	50.06417179011413	Anaerostipes.caccae.strain.L1.92.,definition=but.like	but.like	other
Anaerostipes.strain.494a	0	2	42.533784660289484	49.440588091188715	Anaerostipes.strain.494a,definition=but	but	confirmed
Anaerostipes.strain.992a	1	0	43.26041231982026	47.569687682217136	Anaerostipes.strain.992a,definition=but	but	confirmed
BAFE01000001	5	4	53.13200360517055	53.56778589396305	Mobilicoccus pelagius NBRC 104925,definition=putative 4.hydroxybutyrate CoA.transferase	putative 4.hydroxybutyrate CoA.transferase	unknown
BAGZ01000020	5	2	51.02019997192872	53.30337855591068	Austwickia chelonae NBRC 105200,definition=putative acetyl.CoA hydrolase.transferase	putative acetyl.CoA hydrolase.transferase	unknown
BAMD01000015	1	2	42.79315673080225	44.8221346258598	Saccharicrinis fermentans DSM 9555 = JCM 21142,definition=propionyl.CoA:succinate CoA transferase	propionyl.CoA:succinate CoA transferase	unknown
BAOU01000011	3	5	43.79124172365914	44.00977119062742	Porphyromonas crevioricanis JCM 15906,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
BAOV01000033	3	5	43.79124172365914	44.00977119062742	Porphyromonas crevioricanis JCM 13913,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
BARS01003362	3	3	40.84996398167533	48.040022837782715	marine sediment metagenome,definition=Marine sediment metagenome DNA, contig: S01H1.L01539, whole genome shotgun sequence	Marine sediment metagenome DNA, contig: S01H1.L01539, whole genome shotgun sequence	unknown
BAWA01000001	3	6	43.86932100206832	54.61775453334502	Bacillus sp. JCM 19045,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BAWT01000005	3	7	41.24314942059391	47.25513877369235	Streptococcus parauberis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
BAZG01000079	2	3	55.55906452111992	53.59946092316119	Anaeromyxobacter sp. PSR.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BAZW01000007	2	2	45.66092206708595	49.21409784484706	Geofilum rubicundum JCM 15548,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBLG01000004	4	2	32.96035236741096	45.4317337140277	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBMJ01000004	4	3	35.09882208234194	50.1453003792102	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBMK01000003	4	2	35.09882208234194	48.94853477655505	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBZA01000255	3	2	48.45705004201716	48.6739334664544	Ardenticatena maritima,definition=hypothetical protein	hypothetical protein	unknown
BCBV01000105	2	3	49.6514699226168	44.47298321427235	Porphyromonas gingivalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
BCMQ01000001	3	1	38.18238098600119	45.462494771449826	Myroides odoratimimus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BCMQ01000003	4	4	37.36371694256809	44.023817224047264	Myroides odoratimimus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BCND01000067	4	2	54.83587360768132	51.01711679016489	Mycobacterium pseudoshottsii L15,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
BCNG01000020	2	4	38.19491982707467	42.562053846980746	Flavobacterium psychrophilum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BT128444	3	3	50.39844148910288	48.920225621604516	Dendroctonus ponderosae,definition=unknown	unknown	unknown
Butyricicoccus.strain.BB10..1	3	4	53.45268495280891	47.31349108865089	Butyricicoccus.strain.BB10..1,definition=but.like	but.like	other
Butyricicoccus.strain.BB10..2	1	2	52.7279133905011	53.567785893963105	Butyricicoccus.strain.BB10..2,definition=but	but	confirmed
Butyrivibrio.fibrisolvens.16.4	0	2	48.69028851014281	53.75659869768259	Butyrivibrio fibrisolvens 16.4,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	confirmed
CAIJ01000279	4	3	51.00775004064229	48.6739334664544	Microcystis aeruginosa PCC 9443,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CAIM01000245	5	3	50.76166124159744	48.6739334664544	Microcystis aeruginosa PCC 9807,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CAJB01000334	2	3	55.55906452111992	56.45832334381112	Tetrasphaera japonica T1.X7,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
