	vitalF2_MM	vitalR2_MM	vitalF2_Melt	vitalR2_Melt	organism	definition	function
AP012203.5	4	2	49.21571038606487	44.47298321427235	Porphyromonas gingivalis TDC60,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AP012212	2	1	54.38410390403561	49.440588091188715	Clostridium sp. SY8519,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AP012212.52	3	0	46.871527246315964	48.94853477655505	Clostridium sp. SY8519,definition=hypothetical protein	hypothetical protein	unknown
AP012212.90	4	1	46.447102854925674	52.57059452254862	Clostridium sp. SY8519,definition=hypothetical protein	hypothetical protein	unknown
AP012304	5	2	57.464326197730486	59.617872799544216	Azoarcus sp. KH32C,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AP012337	3	0	58.187494024167336	53.59946092316119	Caldilinea aerophila DSM 14535 = NBRC 104270,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
AP013044	3	2	52.5379232366754	46.534383726375324	Tannerella forsythia 3313,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AP013294	3	2	55.03740467672674	54.38410390403561	Bacillus sp. OxB.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
APAC01000052	7	1	58.09908166987367	45.8241404412168	Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15 str. 01.0170,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
APAM01000054	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Norwich str. CFSAN001077,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
APGN01000102	3	0	51.62365163564397	48.315981391332855	Leptospira santarosai str. CBC1531,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APHX01000035	3	1	54.38410390403561	56.88827587688104	Megasphaera sp. BL7,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APHX01000051	1	0	55.488313064973795	54.20526742736649	Megasphaera sp. BL7,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APHY01000021	1	0	55.488313064973795	54.20526742736649	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APHY01000025	4	1	49.440513386199484	54.42150239444061	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APHY01000039	4	0	53.88554420547899	54.20526742736649	Megasphaera sp. NM10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APJA01000012	3	5	41.838305955402404	45.29054736570845	Clostridium intestinale URNW,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
APJA01000022	2	1	43.636367451714705	43.3612627636096	Clostridium intestinale URNW,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
APJS01000031	3	2	45.77235992339888	43.24056541997663	Clostridium tetanomorphum DSM 665,definition=hypothetical protein	hypothetical protein	unknown
APLF01000003	2	0	46.60515651585399	43.314118666783486	Psychroflexus gondwanensis ACAM 44,definition=acetyl.CoA hydrolase.transferase, putative	acetyl.CoA hydrolase.transferase, putative	unknown
APMB01000025	2	2	50.517678887260956	45.0338791232121	Porphyromonas gingivalis JCVI SC001,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APMB01000139	3	2	52.5379232366754	44.47298321427235	Porphyromonas gingivalis JCVI SC001,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
APNR01000005	4	1	58.85486148696572	56.88827587688104	Burkholderia pseudomallei MSHR1328,definition=acetyl.CoA hydrolase.transferase N.terminal domain protein	acetyl.CoA hydrolase.transferase N.terminal domain protein	unknown
APNS01000004	4	1	58.85486148696572	56.88827587688104	Burkholderia pseudomallei MSHR1079,definition=acetyl.CoA hydrolase.transferase N.terminal domain protein	acetyl.CoA hydrolase.transferase N.terminal domain protein	unknown
AQFQ01000026	2	1	40.43479088726531	47.937156304282155	Clostridium sp. ASF356,definition=hypothetical protein	hypothetical protein	unknown
AQFQ01000028	2	5	41.137779582992835	42.71919606406675	Clostridium sp. ASF356,definition=hypothetical protein	hypothetical protein	unknown
AQFT01000095	1	0	52.12090139552055	51.5082790883319	Eubacterium plexicaudatum ASF492,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AQOB01000002	2	1	55.48831306497391	53.75659869768259	Butyricicoccus pullicaecorum 1.2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ARZA01000109	3	1	46.198224742516004	44.39594635697921	Clostridiaceae bacterium L21.TH.D2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ARZA01000186	2	5	41.838305955402404	50.548662536894994	Clostridiaceae bacterium L21.TH.D2,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
ARZX01000001	4	0	34.757369900205276	46.87179262335593	Cellulophaga geojensis KL.A,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ASHL01000003	3	2	50.55433090975458	51.92100507619466	Cycloclasticus sp. PY97M,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ASQA01000033	5	1	44.9552952902734	41.25165508767441	Viridibacillus arenosi FSL R5.213,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ASRV01000026	3	4	43.28258681888565	49.440439795412374	Clostridium sartagoforme AAU1,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
ASSR01000007	1	1	47.11669867721105	49.440588091188715	Lachnospiraceae bacterium A4,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSS01000012	2	1	55.48831306497391	51.49258153451183	Eubacterium sp. 14.2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASST01000018	2	1	48.95218447560774	49.440588091188715	Lachnospiraceae bacterium 3.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASST01000032	4	1	54.0988926660749	52.84766202471587	Lachnospiraceae bacterium 3.1,definition=hypothetical protein	hypothetical protein	unknown
ASST01000032.75	1	2	55.98442312431166	45.958775915953765	Lachnospiraceae bacterium 3.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSW01000016	4	1	59.1662542891857	49.44058809118866	Lachnospiraceae bacterium COE1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASSX01000004	3	1	52.57774509768825	54.65697439160533	Lachnospiraceae bacterium A2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000006	3	1	52.57774509768825	49.42468914328117	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000006.4	2	1	55.48831306497391	53.699401452781274	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ASTC01000025	3	1	57.2007685445667	56.751557499375735	Oscillibacter sp. 1.3,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATAE01000031	3	2	47.50157716749953	49.991812611204864	Bacillus marmarensis DSM 21297,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
ATBP01000048	1	1	50.059835837160904	43.3612627636096	Candidatus Magnetoglobus multicellularis str. Araruama,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
ATCI01000011	5	1	43.28258681888565	43.368147343310625	Capnocytophaga sp. oral taxon 336 str. F0502,definition=hypothetical protein	hypothetical protein	unknown
ATFC01000001	2	1	48.95932057125816	51.01711679016495	Treponema vincentii F0403,definition=hypothetical protein	hypothetical protein	unknown
ATFC01000011	1	1	51.67747818060178	51.2481897652703	Treponema vincentii F0403,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATFE01000003	1	1	51.67747818060178	51.49258153451183	Treponema medium ATCC 700293,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
ATFE01000013	2	1	48.95932057125816	51.01711679016495	Treponema medium ATCC 700293,definition=hypothetical protein	hypothetical protein	unknown
ATJV01000042	4	0	52.92860040385358	56.3133312987614	Thauera terpenica 58Eu,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
ATNI01000080	4	0	54.86977443207513	56.751557499375735	Thermus sp. NMX2.A1,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
ATNM01000036	3	0	47.70504902754209	43.31411866678354	Cyclobacterium qasimii M12.11B,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AUQD01000044	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA33,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AUVB01000031	3	0	54.55715633493003	54.241922764498895	Pseudohaliea rubra DSM 19751,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AUYR01000099	4	1	49.850114494893376	49.21409784484706	Planomicrobium glaciei CHR43,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AUYT01000001	4	2	45.35208775852561	47.10053338580104	candidate division ZIXI bacterium RBG.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
AUZI01000007	2	1	44.507800762653915	44.69128987642466	Fusobacterium necrophorum subsp. funduliforme B35,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AVFO01000002	3	0	46.04350365930384	48.31598139133291	Flavobacterium saliperosum S13,definition=cat2 protein	cat2 protein	unknown
AVFQ01000339	4	1	58.26280690927291	54.42150239444061	uncultured Desulfofustis sp. PB.SRB1,definition=hypothetical protein	hypothetical protein	unknown
AVGG01000002	4	0	46.361258280801565	46.87179262335593	Flavobacterium limnosediminis JC2902,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AVHW01000086	2	2	47.48697362886503	42.61524588430865	Peptoclostridium difficile CD160,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVIC01000088	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile CD178,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVIQ01000183	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile 6042,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVJD01000134	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile DA00142,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVKH01000425	4	2	47.44552575394789	44.727919388827104	Clostridium difficile DA00305,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVKO01000309	3	3	44.658247643829725	43.32060403976158	Peptoclostridium difficile F253,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLE01000247	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile Y307,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLR01000131	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile P8,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVLX01000042	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile P20,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVME01000035	3	2	46.9103185746651	44.727919388827104	Peptoclostridium difficile P30,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVMI01000028	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile P36,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AVMW01000040	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile P71,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AWQU01000080	3	2	46.60515651585399	45.852091036011586	Mycoplasma iowae DK.CPA,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AWSJ01000175	3	2	48.95218447560774	53.3517870878112	Aneurinibacillus aneurinilyticus ATCC 12856,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWSS01000118	4	6	48.95218447560785	50.0993174674328	Clostridium sp. ATCC BAA.442,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWSU01000039	3	1	58.18749402416739	47.569687682217136	[Clostridium] symbiosum ATCC 14940,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000111	4	4	40.137703799467374	56.99789777287276	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000160	4	0	53.518781521602136	54.241922764498895	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000163	5	1	58.27655450010553	51.73128461227742	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSU01000371	3	2	43.86370823049339	46.91259877778663	[Clostridium] symbiosum ATCC 14940,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWSZ01000077	1	5	40.375112198242164	47.34590205218416	Clostridiales bacterium oral taxon 876 str. F0540,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWUR01000031	6	0	51.80938529948929	56.751557499375735	Acidaminococcus sp. BV3L6,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWUR01000038	1	1	52.332820689166624	51.49258153451183	Acidaminococcus sp. BV3L6,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWUU01000107	3	2	52.5379232366754	44.47298321427235	Porphyromonas gingivalis F0568,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWUU01000118	2	2	50.517678887260956	45.0338791232121	Porphyromonas gingivalis F0568,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWUX01000112	4	2	53.25287697346397	52.31458948123566	Porphyromonas sp. oral taxon 278 str. W7784,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVB01000024	0	0	50.059835837160904	45.2878743906669	Peptostreptococcaceae bacterium oral taxon 113 str. W5053,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWVB01000064	3	1	45.52261864745202	50.064611800965224	Peptostreptococcaceae bacterium oral taxon 113 str. W5053,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVC01000106	2	2	50.517678887260956	45.0338791232121	Porphyromonas gingivalis F0185,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWVN01000189	3	1	51.96091541259864	56.751557499375735	Oscillibacter sp. KLE 1728,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWVN01000202	4	3	56.131982279415695	55.91398161604292	Oscillibacter sp. KLE 1728,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVO01000193	6	2	59.27452573328293	54.48808150632135	Oscillibacter sp. KLE 1745,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWVO01000200	4	1	54.90859756528744	52.57059452254862	Oscillibacter sp. KLE 1745,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000009	2	1	59.23775529788054	51.49258153451183	Megasphaera sp. BV3C16.1,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000009.91	5	1	55.709510624919346	48.95218447560774	Megasphaera sp. BV3C16.1,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000025	5	0	50.97820790744851	50.39602252829144	Megasphaera sp. BV3C16.1,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AWXA01000025.67	3	1	55.03740467672674	49.21409784484706	Megasphaera sp. BV3C16.1,definition=putative 4.hydroxybutyrate coenzyme A transferase	putative 4.hydroxybutyrate coenzyme A transferase	unknown
AWXA01000034	4	1	55.19962232517952	50.064611800965224	Megasphaera sp. BV3C16.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AWXB01000057	1	1	50.059835837160904	48.95218447560774	Clostridiales bacterium BV3C26,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWXD01000030	2	1	52.83899184756524	47.56968768221708	Peptoniphilus sp. BV3AC2,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AWZM01000041	4	2	48.95218447560774	44.727919388827104	Peptoclostridium difficile P68,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AWZO01000031	4	2	47.44552575394789	44.727919388827104	Peptoclostridium difficile P53,definition=4.Hydroxybutyrate CoA.transferase	4.Hydroxybutyrate CoA.transferase	unknown
AXBW01000015	5	1	52.997648002576966	48.94853477655505	Marinobacter sp. C1S70,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AXDE01000007	1	1	47.71290362778734	50.128998352548024	Ornithobacterium rhinotracheale H06.030791,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AXNV01000008	2	1	45.8796117255348	43.3612627636096	Fusobacterium nucleatum CTI.6,definition=hypothetical protein	hypothetical protein	unknown
AXNW01000018.19	4	2	46.60515651585399	42.61524588430865	Fusobacterium nucleatum CTI.5,definition=hypothetical protein	hypothetical protein	unknown
AXNX01000020	3	2	44.55398480433837	44.69128987642466	Fusobacterium nucleatum CTI.3,definition=hypothetical protein	hypothetical protein	unknown
AXNZ01000016	3	2	44.55398480433837	44.69128987642466	Fusobacterium nucleatum CTI.1,definition=hypothetical protein	hypothetical protein	unknown
AXUD01000009	3	1	49.17835173919548	48.95218447560774	Eubacterium brachy ATCC 33089,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AXUN02000213	4	1	43.085016503628026	48.32446109665898	Youngiibacter fragilis 232.1,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AXZL01000068	3	0	54.0988926660749	53.59946092316119	Shewanella decolorationis S12,definition=acetyl.CoA hydrolase transferase	acetyl.CoA hydrolase transferase	unknown
AY304544	3	0	44.55398480433837	48.6739334664544	Artemia franciscana,definition=acetyl coenzyme A.transferase	acetyl coenzyme A.transferase	unknown
AYEC01000094	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Newport str. WA.14900,definition=hydrolase	hydrolase	unknown
AYJP01000006	2	0	55.48831306497391	53.56778589396305	Firmicutes bacterium ASF500,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
AYUO01000070	6	1	54.97331087318605	45.8241404412168	Salmonella enterica subsp. enterica serovar Typhimurium var. 5. str. CFSAN004345,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AYXR01000046	3	1	45.23439900694535	45.462494771449826	Clostridium pasteurianum NRRL B.598,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYXY01000031	3	0	42.53638291886182	48.580225076224735	Zhouia amylolytica AD3,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AYYC01000729	2	1	53.2644274489129	48.61312868872136	Tannerella sp. oral taxon BU063 isolate Cell 5,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYD01001284	2	1	53.2644274489129	51.87732178345453	Tannerella sp. oral taxon BU063 isolate Cell 6.7.9,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYE01000907	3	1	55.488313064973795	52.0996356319028	Tannerella sp. oral taxon BU063 isolate Cell 1.3,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYF01001480	3	1	55.488313064973795	52.0996356319028	Tannerella sp. oral taxon BU063 isolate Cell 8.11,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AYYF01001508	2	1	53.2644274489129	48.61312868872136	Tannerella sp. oral taxon BU063 isolate Cell 8.11,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AZAC01000013	5	0	58.85486148696572	51.029287277569495	Dethiosulfatarculus sandiegensis,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
AZAC01000033	3	0	53.93185040558808	50.71723096795097	Dethiosulfatarculus sandiegensis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
AZAX01000026	3	4	47.47599819817515	42.71919606406675	Marinitoga sp. 1155,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AZKM01000006	3	0	49.7975917552028	50.78870968557317	Eubacterium nodatum ATCC 33099,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AZKM01000008	5	0	52.13580751057805	51.01711679016489	Eubacterium nodatum ATCC 33099,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
AZKM01000027	2	0	45.71765983213271	53.105508601282	Eubacterium nodatum ATCC 33099,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
AZQP01000057	4	4	45.90339594216937	45.06729432873249	Fervidicella metallireducens AeB,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
AZYU01000451	2	1	43.13571606658445	45.462494771449826	Fusobacterium sp. CM21,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
Anaerostipes.caccae.DSM.14662	3	1	56.131982279415695	47.56968768221708	Anaerostipes caccae DSM 14662,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	confirmed
Anaerostipes.caccae.strain.L1.92.	3	2	54.23159624474869	50.06417179011413	Anaerostipes.caccae.strain.L1.92.,definition=but.like	but.like	other
Anaerostipes.strain.494a	1	1	45.92206677684641	49.440588091188715	Anaerostipes.strain.494a,definition=but	but	confirmed
Anaerostipes.strain.992a	2	1	46.60515651585399	47.569687682217136	Anaerostipes.strain.992a,definition=but	but	confirmed
BAFE01000001	6	2	55.941241106437246	53.56778589396305	Mobilicoccus pelagius NBRC 104925,definition=putative 4.hydroxybutyrate CoA.transferase	putative 4.hydroxybutyrate CoA.transferase	unknown
BAGZ01000020	7	1	53.90065873222153	53.30337855591068	Austwickia chelonae NBRC 105200,definition=putative acetyl.CoA hydrolase.transferase	putative acetyl.CoA hydrolase.transferase	unknown
BAMD01000015	1	1	46.13654045631682	44.8221346258598	Saccharicrinis fermentans DSM 9555 = JCM 21142,definition=propionyl.CoA:succinate CoA transferase	propionyl.CoA:succinate CoA transferase	unknown
BAOU01000011	3	3	47.174451980854656	44.00977119062742	Porphyromonas crevioricanis JCM 15906,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
BAOV01000033	3	3	47.174451980854656	44.00977119062742	Porphyromonas crevioricanis JCM 13913,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
BARS01003362	4	2	44.316286106481925	48.040022837782715	marine sediment metagenome,definition=Marine sediment metagenome DNA, contig: S01H1.L01539, whole genome shotgun sequence	Marine sediment metagenome DNA, contig: S01H1.L01539, whole genome shotgun sequence	unknown
BAWA01000001	1	4	47.23315376162384	54.61775453334502	Bacillus sp. JCM 19045,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BAWT01000005	3	5	44.66630312497534	47.25513877369235	Streptococcus parauberis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
BAZG01000079	3	0	58.187494024167336	53.59946092316119	Anaeromyxobacter sp. PSR.1,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BAZW01000007	2	1	48.869297233538475	49.21409784484706	Geofilum rubicundum JCM 15548,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBLG01000004	3	0	36.89461038854313	45.4317337140277	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBMJ01000004	3	0	38.9427413055069	50.1453003792102	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBMK01000003	3	0	38.9427413055069	48.94853477655505	Nonlabens ulvanivorans,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BBZA01000255	3	0	51.492581534511714	48.6739334664544	Ardenticatena maritima,definition=hypothetical protein	hypothetical protein	unknown
BCBV01000105	3	2	52.5379232366754	44.47298321427235	Porphyromonas gingivalis,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
BCMQ01000001	4	1	41.83830595540246	45.462494771449826	Myroides odoratimimus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BCMQ01000003	4	1	41.08032655347898	44.023817224047264	Myroides odoratimimus,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
BCND01000067	6	0	57.52456947099881	51.01711679016489	Mycobacterium pseudoshottsii L15,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
BCNG01000020	2	1	41.862113335332936	42.562053846980746	Flavobacterium psychrophilum,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
